time,joint_1_angle,joint_2_angle,joint_3_angle,joint_4_angle,joint_5_angle,joint_6_angle,joint_1_velocity,joint_2_velocity,joint_3_velocity,joint_4_velocity,joint_5_velocity,joint_6_velocity,joint_1_acceleration,joint_2_acceleration,joint_3_acceleration,joint_4_acceleration,joint_5_acceleration,joint_6_acceleration,quaternion_x,quaternion_y,quaternion_z,quaternion_w
6.30000000,-1.76063001,1.82962506,1.24053866,-0.40091534,0.49308180,-0.00109230,0.43708553,-0.10891432,-0.67828077,-0.04808561,-0.03412623,-0.00007452,0.36710845,-0.47056480,0.10090831,0.14131209,-0.12539499,0.00041578,-0.28065139,-0.17771041,0.11081631,0.93668220
6.40000000,-1.71692146,1.81873363,1.17271058,-0.40572391,0.48966918,-0.00109976,0.47379638,-0.15597080,-0.66818993,-0.03395440,-0.04666573,-0.00003294,0.34335451,-0.46669208,0.12679558,0.14505661,-0.12455019,0.00041327,-0.27579315,-0.17874144,0.10863015,0.93818395
6.50000000,-1.66954182,1.80313655,1.10589159,-0.40911935,0.48500260,-0.00110305,0.50813183,-0.20264001,-0.65551038,-0.01944874,-0.05912075,0.00000839,0.31690937,-0.46061371,0.14971855,0.14783487,-0.12302638,0.00040796,-0.26969432,-0.17946225,0.10556450,0.94016722
6.60000000,-1.61872864,1.78287255,1.04034055,-0.41106422,0.47909053,-0.00110221,0.53982276,-0.24870138,-0.64053852,-0.00466525,-0.07142339,0.00004918,0.28801333,-0.45233039,0.16958589,0.14958296,-0.12081430,0.00040008,-0.26232465,-0.17983256,0.10146303,0.94262998
6.70000000,-1.56474636,1.75800241,0.97628670,-0.41153075,0.47194819,-0.00109729,0.56862410,-0.29393442,-0.62357993,0.01029304,-0.08350481,0.00008919,0.25696684,-0.44183907,0.18638608,0.15025137,-0.11790929,0.00038982,-0.25367177,-0.17982157,0.09618768,0.94554892
6.80000000,-1.50788395,1.72860897,0.91392870,-0.41050144,0.46359771,-0.00108837,0.59432078,-0.33811833,-0.60494132,0.02531818,-0.09529574,0.00012817,0.22411804,-0.42913569,0.20018215,0.14980620,-0.11431164,0.00037742,-0.24373940,-0.17940630,0.08963136,0.94887865
6.90000000,-1.44845188,1.69479714,0.85343457,-0.40796962,0.45406813,-0.00107556,0.61673258,-0.38103189,-0.58492311,0.04029880,-0.10672691,0.00016592,0.18984776,-0.41421773,0.21110245,0.14822922,-0.11002659,0.00036306,-0.23254498,-0.17856814,0.08172923,0.95255266
7.00000000,-1.38677862,1.65669395,0.79494226,-0.40393974,0.44339544,-0.00105896,0.63571736,-0.42245367,-0.56381286,0.05512172,-0.11772957,0.00020222,0.15455368,-0.39708618,0.21932884,0.14551715,-0.10506420,0.00034693,-0.22011751,-0.17728792,0.07246714,0.95648616
7.10000000,-1.32320688,1.61444858,0.73856097,-0.39842757,0.43162249,-0.00103874,0.65117273,-0.46216228,-0.54187998,0.06967344,-0.12823599,0.00023692,0.11863527,-0.37774641,0.22508367,0.14168006,-0.09943886,0.00032918,-0.20649616,-0.17554045,0.06188653,0.96058052
7.20000000,-1.25808961,1.56823235,0.68437298,-0.39146023,0.41879889,-0.00101505,0.66303626,-0.49993693,-0.51937161,0.08384144,-0.13817987,0.00026983,0.08248070,-0.35620829,0.22861703,0.13673947,-0.09316872,0.00030992,-0.19173040,-0.17328943,0.05008521,0.96472882
7.30000000,-1.19178598,1.51823866,0.63243581,-0.38307608,0.40498090,-0.00098807,0.67128432,-0.53555775,-0.49650991,0.09751539,-0.14749674,0.00030083,0.04645606,-0.33248572,0.23019509,0.13072638,-0.08627514,0.00028926,-0.17588158,-0.17048366,0.03721419,0.96882201
7.40000000,-1.12465755,1.46468288,0.58278482,-0.37332454,0.39023123,-0.00095798,0.67592993,-0.56880633,-0.47349040,0.11058803,-0.15612426,0.00032975,0.01089741,-0.30659588,0.23009024,0.12367941,-0.07878219,0.00026725,-0.15902586,-0.16705538,0.02347082,0.97275505
7.50000000,-1.05706456,1.40780225,0.53543578,-0.36226574,0.37461880,-0.00092501,0.67701967,-0.59946591,-0.45048138,0.12295597,-0.16400248,0.00035648,-0.02389473,-0.27855854,0.22857293,0.11564321,-0.07071624,0.00024397,-0.14125800,-0.16292133,0.00908928,0.97643238
7.60000000,-0.98936259,1.34785566,0.49038764,-0.34997014,0.35821855,-0.00088936,0.67463020,-0.62732177,-0.42762408,0.13452029,-0.17107410,0.00038087,-0.05765818,-0.24839539,0.22590522,0.10666698,-0.06210558,0.00021946,-0.12269522,-0.15798647,-0.00567104,0.97977242
7.70000000,-0.92189957,1.28512348,0.44762524,-0.33651811,0.34111114,-0.00085127,0.66886438,-0.65216131,-0.40503356,0.14518699,-0.17728466,0.00040282,-0.09016980,-0.21612980,0.22233553,0.09680289,-0.05297987,0.00019377,-0.10348033,-0.15215030,-0.02053809,0.98271068
7.80000000,-0.85501313,1.21990735,0.40712188,-0.32199942,0.32338268,-0.00081099,0.65984740,-0.67377429,-0.38280001,0.15486728,-0.18258265,0.00042220,-0.12124391,-0.18178723,0.21809441,0.08610441,-0.04336947,0.00016692,-0.08378323,-0.14531508,-0.03523991,0.98520152
